IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,1.770
IEEE COMPUTER GRAPHICS AND APPLICATIONS,1.750
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,1.730
IEEE TRANSACTIONS ON NANOBIOSCIENCE,1.712
IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,1.707
IEEE Transactions on Biomedical Circuits and Systems,1.689
IEEE Transactions on Audio Speech and Language Processing,1.668
IEEE-ACM Transactions on Computational Biology and Bioinformatics,1.664
IEEE Transactions on Industrial Informatics,1.627
IEEE TRANSACTIONS ON COMPUTERS,1.608
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,1.580
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,1.575
IEEE Circuits and Systems Magazine,1.568
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,1.524
IEEE SOFTWARE,1.511
IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,1.503
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,1.490
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,1.477
IEEE SENSORS JOURNAL,1.473
IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,1.462
IEEE TRANSACTIONS ON BROADCASTING,1.455
IEEE Geoscience and Remote Sensing Letters,1.431
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,1.430
IEEE TRANSACTIONS ON POWER DELIVERY,1.415
IEEE Transactions on Dependable and Secure Computing,1.409
IEEE JOURNAL OF OCEANIC ENGINEERING,1.402
IEEE Transactions on Automation Science and Engineering,1.396
IEEE TRANSACTIONS ON COMMUNICATIONS,1.365
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,1.344
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,1.344
IEEE TRANSACTIONS ON ADVANCED PACKAGING,1.339
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,1.334
IEEE TRANSACTIONS ON RELIABILITY,1.288
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,1.258
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,1.235
IEEE Vehicular Technology Magazine,1.184
IEEE SIGNAL PROCESSING LETTERS,1.165
IEEE TRANSACTIONS ON EDUCATION,1.165
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,1.140
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,1.106
IEEE TRANSACTIONS ON PLASMA SCIENCE,1.076
IEEE MULTIMEDIA,1.066
IEEE COMMUNICATIONS LETTERS,1.060
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,1.057
IEEE TRANSACTIONS ON MAGNETICS,1.053
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,1.035
IEEE Antennas and Wireless Propagation Letters,1.032
IEEE TRANSACTIONS ON COMPONENTS AND PACKAGING TECHNOLOGIES,1.028
IEEE DESIGN & TEST OF COMPUTERS,0.957
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,0.917
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,0.907
IEEE TRANSACTIONS ON ELECTRONICS PACKAGING MANUFACTURING,0.892
IEEE SPECTRUM,0.873
IEEE ANTENNAS AND PROPAGATION MAGAZINE,0.855
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,0.808
IEEE SECURITY & PRIVACY,0.791
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,0.748
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,0.638
IEEE Systems Journal,0.629
IEEE INDUSTRY APPLICATIONS MAGAZINE,0.489
IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,0.444
IEEE TECHNOLOGY AND SOCIETY MAGAZINE,0.375
IEEE ANNALS OF THE HISTORY OF COMPUTING,0.311
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,0.179
